,price,brand,model,year,mileage,color,state
1655,7400,ford,door,2013,133314,red,west virginia
1656,26500,ford,edge,2019,22458,gray,virginia
1657,26000,ford,door,2013,70106,white,west virginia
1658,24500,ford,edge,2019,23712,black,virginia
1659,2100,ford,door,2012,101848,red,west virginia
1660,16700,ford,ecosport,2019,14994,black,virginia
1661,17500,ford,edge,2015,59726,gray,missouri
1662,17000,ford,escape,2019,16448,gray,virginia
1663,22500,ford,door,2015,28801,black,oklahoma
1664,34500,ford,f-150,2019,28938,gray,michigan
1665,16600,ford,ecosport,2019,19022,black,virginia
1666,7500,ford,door,2014,93832,silver,missouri
1667,34500,ford,f-150,2019,25046,white,michigan
1668,25000,ford,edge,2019,22318,black,virginia
1669,36000,ford,f-150,2019,17301,gray,michigan
1670,23700,ford,edge,2019,27413,gray,virginia
1671,28600,ford,explorer,2019,39733,silver,michigan
1672,23500,ford,door,2013,74195,brown,oklahoma
1673,25300,ford,explorer,2019,44383,silver,michigan
1674,24900,ford,flex,2019,19151,white,virginia
1675,20300,ford,f-750,2012,188394,white,missouri
1676,23400,ford,fusion,2020,2452,gray,michigan
1677,14600,ford,fusion,2019,36252,silver,virginia
1678,25500,ford,f-150,2019,27136,silver,virginia
1679,14700,ford,fusion,2019,35951,white,virginia
1680,33700,ford,f-150,2019,35221,white,virginia
1681,33400,ford,f-150,2019,33808,gray,virginia
1682,34000,ford,f-150,2019,32022,black,michigan
1683,17500,ford,fusion,2019,34173,white,virginia
1684,14100,ford,fusion,2019,24272,white,michigan
1685,30000,ford,f-150,2019,19055,black,virginia
1686,16500,ford,fusion,2019,34822,red,michigan
1687,30600,ford,f-150,2019,15422,gray,virginia
1688,12800,ford,ecosport,2019,24765,silver,nevada
1689,26000,ford,wagon,2019,23019,white,virginia
1690,46000,ford,max,2019,38243,black,texas
1691,28500,ford,ranger,2019,16509,white,virginia
1692,24300,ford,edge,2019,18762,silver,nevada
1693,29000,ford,explorer,2019,28854,no_color,texas
1694,15300,ford,escape,2019,17392,black,nevada
1695,27900,ford,mustang,2019,13558,white,new mexico
1696,24700,ford,edge,2019,27082,black,nevada
1697,14400,ford,escape,2019,17510,black,texas
1698,15000,ford,ecosport,2019,24662,white,nevada
1699,17200,ford,door,2014,96076,black,florida
1700,12800,ford,ecosport,2019,22858,white,nevada
1701,46900,ford,explorer,2020,740,gray,virginia
1702,2800,ford,door,2013,110748,gray,florida
1703,16200,ford,escape,2019,25090,black,nevada
1704,25200,ford,escape,2020,7,black,virginia
1705,34800,ford,max,2019,34277,silver,nevada
1706,52000,ford,srw,2019,34527,white,texas
1707,26000,ford,door,2017,99923,white,texas
1708,40600,ford,expedition,2019,39170,white,nevada
1709,55000,ford,srw,2019,16569,no_color,texas
1710,5000,ford,door,2015,80612,black,texas
1711,36400,ford,max,2019,36616,black,nevada
1712,7500,ford,door,2015,92165,white,texas
1713,14700,ford,escape,2019,44778,silver,nevada
1714,43900,ford,explorer,2020,2089,no_color,south carolina
1715,6400,ford,door,2013,91652,red,texas
1716,41100,ford,expedition,2019,35801,silver,nevada
1717,23000,ford,door,2013,88781,white,texas
1718,13900,ford,escape,2019,36978,blue,nevada
1719,19000,ford,door,2012,189776,white,texas
1720,34800,ford,max,2019,35233,white,nevada
1721,22000,ford,door,2012,151641,white,texas
1722,16300,ford,escape,2019,37044,white,nevada
1723,18800,ford,escape,2019,15835,green,virginia
1724,13000,ford,cab,2012,201187,white,texas
1725,40900,ford,max,2019,41928,black,nevada
1726,47000,ford,expedition,2019,37059,gray,virginia
1727,12800,ford,door,2017,33763,red,wisconsin
1728,25500,ford,explorer,2019,29850,gray,nevada
1729,17800,ford,escape,2019,26675,black,virginia
1730,25700,ford,f-150,2019,17828,black,nevada
1731,17200,ford,escape,2019,29632,white,virginia
1732,35000,ford,srw,2019,11544,white,new jersey
1733,28800,ford,f-150,2019,21976,white,nevada
1734,39200,ford,max,2019,43617,black,tennessee
1735,13600,ford,escape,2019,49254,gray,pennsylvania
1736,24200,ford,f-150,2019,51589,black,nevada
1737,46900,ford,max,2019,41399,gray,virginia
1738,26500,ford,f-150,2019,11734,gray,pennsylvania
1739,24700,ford,explorer,2019,41628,silver,nevada
1740,12600,ford,focus,2017,15075,gray,new jersey
1741,31800,ford,f-150,2019,26591,red,nevada
1742,24500,ford,f-150,2019,22906,white,nevada
1743,26000,ford,f-150,2019,33462,white,virginia
1744,21000,ford,f-150,2017,32747,gray,pennsylvania
1745,22500,ford,f-150,2019,33717,white,nevada
1746,7700,ford,door,2017,85218,black,pennsylvania
1747,23100,ford,f-150,2019,23512,red,nevada
1748,9200,ford,door,2017,57853,white,pennsylvania
1749,19600,ford,mustang,2019,33324,gray,nevada
1750,11700,ford,door,2016,23803,black,pennsylvania
1751,27300,ford,mustang,2019,31260,blue,nevada
1752,14300,ford,edge,2016,69428,white,pennsylvania
1753,23600,ford,transit,2019,15755,white,nevada
1754,6200,ford,door,2016,90946,gray,pennsylvania
1755,22400,ford,wagon,2019,51370,white,nevada
1756,5700,ford,door,2016,99941,black,pennsylvania
1757,23600,ford,transit,2019,15456,white,nevada
1758,4600,ford,door,2016,141603,gray,pennsylvania
1759,37500,ford,srw,2019,2382,silver,nevada
1760,10700,ford,van,2016,99544,white,pennsylvania
1761,31900,ford,srw,2019,21546,black,nevada
1762,31600,ford,mustang,2019,16293,black,georgia
1763,12600,ford,escape,2018,40375,gray,nevada
1764,5300,ford,door,2013,143191,gray,pennsylvania
1765,3900,ford,fiesta,2018,363,blue,nevada
1766,13000,ford,edge,2015,59656,gray,florida
1767,11800,ford,ecosport,2018,37878,black,nevada
1768,24600,ford,edge,2019,20628,black,georgia
1769,14500,ford,door,2014,71205,black,florida
1770,24300,ford,explorer,2018,26186,silver,nevada
1771,12300,ford,fusion,2018,38157,white,nevada
1772,14800,ford,door,2016,30325,blue,new jersey
1773,17100,ford,mustang,2018,31561,silver,nevada
1774,6800,ford,door,2016,66655,no_color,new jersey
1775,20300,ford,explorer,2018,19029,blue,connecticut
1776,26300,ford,f-150,2018,11739,silver,new york
1777,22500,ford,door,2016,50423,silver,nevada
1778,41200,ford,srw,2019,25638,gray,tennessee
1779,20400,ford,door,2017,59798,gray,florida
1780,49900,ford,drw,2019,5035,black,virginia
1781,12100,ford,escape,2017,32284,silver,new york
1782,24000,ford,door,2016,40371,blue,florida
1783,9500,ford,escape,2017,107569,white,new york
1784,9000,ford,door,2017,96451,silver,new jersey
1785,9800,ford,escape,2017,94851,white,new jersey
1786,7800,ford,door,2017,108727,silver,connecticut
1787,17200,ford,f-150,2017,91979,white,new york
1788,18800,ford,explorer,2017,76258,gray,new york
1789,9800,ford,door,2014,147574,white,california
1790,7000,ford,door,2013,104764,gray,florida
1791,44000,ford,max,2019,16934,gray,nevada
1792,23400,ford,transit,2019,13822,white,texas
1793,30700,ford,transit,2019,5250,white,texas
1794,15600,ford,escape,2019,33451,black,south carolina
1795,22600,ford,f-150,2019,14291,white,texas
1796,22900,ford,f-150,2019,16725,white,south carolina
1797,22800,ford,f-150,2019,13002,white,texas
1798,22700,ford,f-150,2019,18902,white,south carolina
1799,23000,ford,f-150,2019,9732,white,texas
1800,22700,ford,f-150,2019,18947,white,south carolina
1801,23000,ford,f-150,2019,8402,white,north carolina
1802,34400,ford,f-150,2019,17450,gray,south carolina
1803,36500,ford,srw,2016,53986,gray,nevada
1804,23100,ford,f-150,2019,15848,white,south carolina
1805,23300,ford,f-150,2019,10770,white,south carolina
1806,22600,ford,f-150,2019,14587,white,north carolina
1807,4500,ford,door,2016,98625,gray,mississippi
1808,23000,ford,f-150,2019,10916,white,north carolina
1809,8000,ford,door,2014,107173,white,mississippi
1810,11500,ford,fiesta,2019,10134,silver,north carolina
1811,9400,ford,door,2017,43056,no_color,south carolina
1812,23000,ford,f-150,2019,10655,white,north carolina
1813,2800,ford,door,2012,173601,black,california
1814,22600,ford,transit,2019,14231,white,north carolina
1815,23000,ford,transit,2019,8985,white,north carolina
1816,5200,ford,door,2016,84338,black,south carolina
1817,19200,ford,door,2017,104290,gray,texas
1818,10100,ford,door,2017,45592,red,texas
1819,6200,ford,door,2015,103960,black,south carolina
1820,14000,ford,explorer,2016,110333,white,texas
1821,5000,ford,door,2015,138516,gray,south carolina
1822,9200,ford,door,2016,49094,red,texas
1823,14700,ford,door,2016,97526,black,texas
1824,3000,ford,door,2014,87420,silver,south carolina
1825,30200,ford,door,2015,67052,red,texas
1826,3800,ford,door,2013,58913,black,south carolina
1827,3200,ford,door,2013,999999,silver,south carolina
1828,21500,ford,van,2015,14482,no_color,texas
1829,4900,ford,door,2016,57084,white,california
1830,23000,ford,expedition,2017,90251,silver,colorado
1831,11200,ford,door,2014,97320,no_color,texas
1832,10400,ford,door,2014,80652,white,california
1833,13200,ford,door,2014,99816,black,texas
1834,5200,ford,door,2013,115429,silver,texas
1835,10500,ford,door,2015,85549,red,new jersey
1836,11900,ford,bus,2013,83030,white,california
1837,21200,ford,door,2014,130168,white,texas
1838,23500,ford,door,2013,80090,white,california
1839,4700,ford,door,2013,118593,white,texas
1840,11100,ford,door,2014,143704,blue,texas
1841,22000,ford,door,2015,53507,white,colorado
1842,14000,ford,door,2013,48408,black,colorado
1843,9200,ford,door,2013,109672,white,texas
1844,23300,ford,edge,2019,28549,silver,minnesota
1845,21700,ford,door,2012,114500,green,texas
1846,11200,ford,door,2012,67140,blue,texas
1847,11300,ford,escape,2018,42168,gray,north carolina
1848,4200,ford,cutaway,2015,80032,color:,illinois
1849,10900,ford,focus,2018,52240,green,north carolina
1850,42300,ford,max,2019,34874,gray,florida
1851,10500,ford,door,2014,119689,white,idaho
1852,43400,ford,max,2019,37355,gray,florida
1853,12500,ford,door,2016,100947,white,idaho
1854,15900,ford,escape,2019,26040,white,minnesota
1855,42500,ford,max,2019,36638,white,florida
1856,15000,ford,door,2015,137004,white,texas
1857,24700,ford,edge,2019,31794,blue,florida
1858,15500,ford,door,2015,131106,white,texas
1859,49000,ford,expedition,2019,22013,white,minnesota
1860,29000,ford,door,2017,42291,black,tennessee
1861,16800,ford,escape,2019,13155,white,florida
1862,51000,ford,max,2019,24869,red,minnesota
1863,16500,ford,escape,2019,18454,white,florida
1864,10000,ford,d,2016,16694,white,texas
1865,27900,ford,explorer,2019,28922,gray,florida
1866,23700,ford,edge,2019,23534,gray,florida
1867,20000,ford,dr,2012,24581,color:,california
1868,45600,ford,max,2019,35646,gray,florida
1869,6000,ford,cab,2012,129873,white,virginia
1870,15600,ford,escape,2019,28669,black,florida
1871,25000,ford,explorer,2017,32454,red,michigan
1872,28500,ford,explorer,2019,21800,black,florida
1873,8000,ford,cutaway,2014,231769,yellow,florida
1874,19990,ford,doors,2016,23796,black,connecticut
1875,34400,ford,max,2019,42506,gray,florida
1876,30999,ford,doors,2016,6249,shadow black,connecticut
1877,41000,ford,expedition,2019,47496,black,florida
1878,27999,ford,doors,2016,10700,gray,massachusetts
1879,42000,ford,expedition,2019,39604,black,florida
1880,8000,ford,cutaway,2013,250831,color:,new jersey
1881,29795,ford,doors,2016,7275,triple yellow tri-coat,connecticut
1882,24700,ford,edge,2019,8806,black,florida
1883,13995,ford,doors,2016,105115,gray,new jersey
1884,2900,ford,door,2015,57340,silver,florida
1885,35400,ford,max,2019,36167,white,florida
1886,24549,ford,doors,2016,44941,shadow black,new york
1887,8900,ford,door,2014,53102,silver,florida
1888,15800,ford,escape,2019,26637,black,florida
1889,18500,ford,doors,2016,45814,black,new york
1890,32000,ford,f-150,2019,17310,red,minnesota
1891,28300,ford,explorer,2019,24116,gray,florida
1892,10500,ford,d,2019,14128,blue,florida
1893,24970,ford,doors,2016,49882,green,new york
1894,13800,ford,fusion,2019,38964,blue,minnesota
1895,2580,ford,door,2012,102705,white,florida
1896,59975,ford,f-150,2019,71,white,florida
1897,2500,ford,door,2012,98620,white,indiana
1898,28990,ford,doors,2016,15825,triple yellow tri-coat,massachusetts
1899,50000,ford,max,2019,29499,blue,minnesota
1900,33800,ford,door,2014,100255,white,kentucky
1901,59975,ford,f-150,2019,174,black,florida
1902,2500,ford,door,2013,167552,gray,minnesota
1903,46999,ford,doors,2016,16956,magnetic metallic,new jersey
1904,16700,ford,fusion,2019,36896,black,minnesota
1905,34700,ford,door,2013,77281,white,kentucky
1906,28900,ford,f-150,2019,24795,black,florida
1907,30800,ford,doors,2016,16771,ruby red metallic tinted clearcoat,new jersey
1908,27100,ford,f-150,2019,28692,silver,minnesota
1909,13388,ford,door,2012,113821,black,louisiana
1910,26000,ford,f-150,2019,19793,blue,florida
1911,17900,ford,doors,2016,27940,shadow black,massachusetts
1912,23400,ford,flex,2019,24987,black,minnesota
1913,29800,ford,mustang,2016,18367,blue,illinois
1914,23700,ford,flex,2019,14109,gray,florida
1915,1725,ford,door,2012,158781,black,illinois
1916,33995,ford,doors,2016,27369,black,new jersey
1917,23500,ford,flex,2019,30208,white,minnesota
1918,32500,ford,explorer,2019,24024,black,florida
1919,2500,ford,door,2016,64999,blue,mississippi
1920,39000,ford,f-150,2019,8404,black,minnesota
1921,11000,ford,focus,2018,8884,gray,massachusetts
1922,32500,ford,explorer,2019,24126,black,florida
1923,800,ford,door,2012,129659,black,mississippi
1924,26900,ford,f-150,2019,31713,black,minnesota
1925,11200,ford,edge,2016,109996,gray,new york
1926,21000,ford,doors,2018,6821,red,new york
1927,32000,ford,f-150,2019,17867,red,minnesota
1928,7300,ford,door,2016,110253,black,connecticut
1929,12800,ford,escape,2018,39364,black,missouri
1930,24190,ford,doors,2018,4018,blue,massachusetts
1931,29100,ford,f-150,2019,21054,red,minnesota
1932,29000,ford,door,2017,48309,red,massachusetts
1933,17300,ford,door,2016,68666,black,new york
1934,19888,ford,doors,2018,34071,ingot silver metallic,new jersey
1935,31000,ford,f-150,2019,13600,white,minnesota
1936,37200,ford,door,2017,44956,black,massachusetts
1937,8600,ford,door,2016,72607,silver,new jersey
1938,24857,ford,doors,2018,33815,shadow black,massachusetts
1939,23500,ford,flex,2019,31491,gray,minnesota
1940,26100,ford,f-150,2018,32149,white,mississippi
1941,10800,ford,hybrid,2016,26654,blue,new york
1942,20995,ford,doors,2018,36637,white,new york
1943,29300,ford,f-150,2019,17000,white,minnesota
1944,33100,ford,f-150,2018,15960,gray,mississippi
1945,13800,ford,door,2016,40774,gray,new jersey
1946,19498,ford,doors,2018,40338,black,new york
1947,14900,ford,fusion,2019,40505,gray,minnesota
1948,8700,ford,door,2016,30735,black,massachusetts
1949,20600,ford,mustang,2019,33965,gray,florida
1950,5000,ford,door,2018,7339,white,oklahoma
1951,19995,ford,doors,2018,42470,white,new york
1952,14900,ford,fusion,2019,40670,silver,minnesota
1953,19500,ford,door,2016,41233,black,massachusetts
1954,24500,ford,wagon,2019,13162,white,florida
1955,15000,ford,fusion,2018,38744,white,california
1956,26985,ford,doors,2018,14023,black,new york
1957,31000,ford,f-150,2019,9741,white,minnesota
1958,24300,ford,explorer,2017,31017,silver,mississippi
1959,16800,ford,fusion,2019,37786,gray,florida
1960,17200,ford,mustang,2018,32415,white,california
1961,34995,ford,doors,2018,10421,ruby red,new york
1962,24300,ford,wagon,2019,29305,white,minnesota
1963,26400,ford,explorer,2017,51309,white,mississippi
1964,16800,ford,fusion,2019,38001,black,florida
1965,15500,ford,escape,2018,18849,black,california
1966,19440,ford,doors,2018,43269,silver,new york
1967,16700,ford,fusion,2019,36989,silver,minnesota
1968,29000,ford,door,2017,29320,blue,alabama
1969,16100,ford,hybrid,2019,34244,white,florida
1970,17200,ford,mustang,2018,32938,white,california
1971,20950,ford,doors,2018,40793,black,new hampshire
1972,46200,ford,door,2017,94741,no_color,alabama
1973,29400,ford,mustang,2019,25011,white,florida
1974,2825,ford,door,2014,363810,white,montana
1975,32999,ford,doors,2018,6881,shadow black,new jersey
1976,6600,ford,door,2014,80423,orange,new jersey
1977,50200,ford,door,2017,92405,white,alabama
1978,28300,ford,ranger,2019,15436,white,florida
1979,12000,ford,door,2017,104665,white,california
1980,32999,ford,doors,2018,16194,royal crimson metallic tinted clearcoat,new jersey
1981,12600,ford,door,2014,48188,black,new jersey
1982,5200,ford,focus,2017,65164,red,alabama
1983,20500,ford,mustang,2019,35930,black,florida
1984,1200,ford,door,2012,167376,red,virginia
1985,35999,ford,doors,2018,13674,kona blue metallic,new jersey
1986,41000,ford,srw,2019,9235,silver,minnesota
1987,33100,ford,door,2017,103002,red,mississippi
1988,23500,ford,ranger,2019,12836,blue,florida
1989,18799,ford,doors,2015,137728,red,connecticut
1990,33999,ford,doors,2018,6921,magnetic metallic,new jersey
1991,35000,ford,srw,2019,14359,white,minnesota
1992,26100,ford,wagon,2017,58118,white,mississippi
1993,15400,ford,fusion,2019,31124,white,florida
1994,25998,ford,doors,2015,25734,color:,new york
1995,31831,ford,doors,2018,14059,black,new jersey
1996,40400,ford,srw,2019,13472,black,minnesota
1997,15400,ford,door,2013,123983,silver,connecticut
1998,13500,ford,hybrid,2019,35023,gray,florida
1999,25995,ford,doors,2015,39509,white,new hampshire
2000,27990,ford,doors,2018,4512,ingot silver metallic,new york
2001,23985,ford,doors,2015,51884,white,new jersey
2002,27995,ford,doors,2018,4181,gray,pennsylvania
2003,13995,ford,doors,2015,56703,oxford white,new york
2004,29988,ford,doors,2018,4712,ingot silver metallic,pennsylvania
2005,12995,ford,doors,2015,102800,blue,new jersey
2006,21687,ford,doors,2018,7109,lightning blue,pennsylvania
2007,25200,ford,door,2016,100943,white,alabama
2008,29590,ford,doors,2015,3915,green,new york
2009,28999,ford,doors,2018,15550,ingot silver,pennsylvania
2010,13942,ford,doors,2015,62542,magnetic metallic,new jersey
2011,15300,ford,taurus,2018,38370,silver,utah
2012,35400,ford,ranger,2020,671,blue,ohio
2013,32700,ford,door,2016,61477,silver,alabama
2014,13995,ford,doors,2015,73891,silver,new york
2015,1850,ford,door,2014,168805,black,michigan
2016,15800,ford,door,2012,82564,gold,florida
2017,36000,ford,door,2016,85649,black,mississippi
2018,15495,ford,doors,2015,48374,white,new york
2019,21500,ford,door,2012,11990,red,florida
2020,7200,ford,door,2016,64111,black,alabama
2021,17589,ford,doors,2015,28771,red,new jersey
2022,31700,ford,door,2015,126708,white,alabama
2023,31790,ford,doors,2015,27165,orange,new york
2024,18100,ford,van,2015,106546,white,mississippi
2025,14495,ford,doors,2015,54778,white,new jersey
2026,15000,ford,fusion,2020,11729,white,illinois
2027,26400,ford,door,2015,85197,black,mississippi
2028,27990,ford,doors,2015,19130,red,massachusetts
2029,19700,ford,expedition,2015,72369,white,mississippi
2030,15300,ford,doors,2015,59646,silver,massachusetts
2031,22000,ford,door,2014,68418,black,mississippi
2032,23999,ford,doors,2015,8400,black,new jersey
2033,16488,ford,doors,2015,45084,gray,new york
2034,12784,ford,doors,2015,67037,gray,new jersey
2035,23400,ford,doors,2015,64135,black,new jersey
2036,9705,ford,door,2017,72377,black,arkansas
2037,25999,ford,doors,2015,39367,oxford white,new jersey
2038,34977,ford,doors,2015,46540,black,pennsylvania
2039,19000,ford,doors,2015,40677,ingot silver metallic,new jersey
2040,15995,ford,doors,2015,69438,black,new york
2041,13487,ford,doors,2015,96246,gray,new york
2042,18707,ford,doors,2015,69719,white,connecticut
2043,15290,ford,doors,2015,75933,white platinum tri-coat metallic,new york
2044,15600,ford,doors,2015,54325,black,new york
2045,47000,ford,expedition,2019,24902,black,illinois
2046,16080,ford,doors,2015,31793,blue,connecticut
2047,50000,ford,max,2019,16505,white,illinois
2048,15268,ford,doors,2015,74361,black,new york
2049,47500,ford,max,2019,27868,black,illinois
2050,18497,ford,doors,2015,34011,black,massachusetts
2051,10000,ford,escape,2019,19993,silver,illinois
2052,19995,ford,suv,2015,48115,red,pennsylvania
2053,49000,ford,max,2019,22543,white,illinois
2054,17150,ford,doors,2015,67091,black,new jersey
2055,45000,ford,expedition,2019,28790,black,illinois
2056,14295,ford,doors,2015,59391,guard,new jersey
2057,49000,ford,max,2019,18449,black,illinois
2058,16190,ford,doors,2015,71824,magnetic metallic,new york
2059,49000,ford,expedition,2019,19304,black,illinois
2060,17899,ford,doors,2015,39159,magnetic metallic,new york
2061,26000,ford,flex,2019,18708,black,illinois
2062,14000,ford,doors,2015,79430,magnetic metallic,new jersey
2063,15500,ford,flex,2019,12393,gray,illinois
2064,16888,ford,doors,2015,56329,black,new york
2065,28000,ford,f-150,2019,12155,silver,illinois
2066,8305,ford,door,2014,63291,blue,arkansas
2067,21822,ford,doors,2015,36041,white platinum tri-coat metallic,new jersey
2068,15500,ford,mustang,2019,25810,red,illinois
2069,12500,ford,door,2015,130388,blue,arkansas
2070,15995,ford,doors,2015,23878,blue,new york
2071,16000,ford,transit,2019,15460,white,illinois
2072,38200,ford,max,2018,46710,white,north carolina
2073,12995,ford,doors,2015,65342,black,new york
2074,14488,ford,doors,2015,64061,tuxedo black metallic,massachusetts
2075,17500,ford,door,2016,93164,white,florida
2076,21995,ford,doors,2015,35629,blue,massachusetts
2077,8500,ford,connect,2015,118483,white,florida
2078,16593,ford,doors,2015,71573,tuxedo black metallic,massachusetts
2079,13000,ford,door,2017,33660,black,illinois
2080,14247,ford,doors,2015,61168,blue,pennsylvania
2081,23500,ford,door,2017,42241,gray,illinois
2082,16999,ford,doors,2015,21004,oxford white,pennsylvania
2083,25000,ford,door,2017,45003,red,illinois
2084,20159,ford,doors,2015,45278,oxford white,new jersey
2085,31000,ford,door,2017,1,black,illinois
2086,22500,ford,edge,2018,24747,gray,colorado
2087,29500,ford,door,2017,48707,black,illinois
2088,59900,ford,max,2020,2162,no_color,ohio
2089,24000,ford,f-150,2017,50874,black,illinois
2090,20500,ford,f-150,2017,70727,black,illinois
2091,27200,ford,explorer,2019,29382,gray,north carolina
2092,24900,ford,f-150,2018,33194,white,virginia
2093,24500,ford,door,2017,52084,white,illinois
2094,34000,ford,expedition,2018,51122,black,virginia
2095,28000,ford,door,2017,40286,white,illinois
2096,27000,ford,f-150,2017,55420,black,illinois
2097,34000,ford,wagon,2018,10282,black,virginia
2098,42500,ford,door,2017,85278,white,illinois
2099,33000,ford,explorer,2018,7258,black,pennsylvania
2100,10200,ford,escape,2018,93350,black,pennsylvania
2101,25600,ford,explorer,2019,37166,gray,north carolina
2102,16300,ford,f-150,2018,69480,white,texas
2103,26500,ford,door,2016,34679,white,illinois
2104,36500,ford,f-150,2018,24151,red,pennsylvania
2105,25900,ford,explorer,2019,32796,white,north carolina
2106,22500,ford,door,2016,67979,black,illinois
2107,29000,ford,f-150,2018,18690,white,pennsylvania
2108,825,ford,door,2012,78072,white,pennsylvania
2109,10500,ford,door,2016,54251,red,illinois
2110,32000,ford,f-150,2018,32262,white,pennsylvania
2111,27700,ford,f-650,2015,92358,white,texas
2112,4000,ford,door,2015,90740,red,illinois
2113,38800,ford,f-150,2018,35225,black,pennsylvania
2114,26200,ford,f-650,2015,129063,white,texas
2115,19500,ford,wagon,2018,49985,white,wisconsin
2116,11700,ford,escape,2015,52340,black,illinois
2117,34000,ford,f-150,2018,21406,black,pennsylvania
2118,38600,ford,srw,2019,16619,white,florida
2119,21500,ford,door,2015,41293,black,illinois
2120,38500,ford,f-150,2018,37053,black,pennsylvania
2121,38500,ford,f-150,2018,34532,black,pennsylvania
2122,12000,ford,taurus,2017,13328,blue,missouri
2123,30500,ford,f-150,2018,56836,off-white,pennsylvania
2124,11300,ford,door,2016,48080,orange,missouri
2125,29500,ford,f-150,2018,12271,gray,pennsylvania
2126,16100,ford,expedition,2014,97318,white,missouri
2127,32500,ford,f-150,2018,12717,red,pennsylvania
2128,29000,ford,mustang,2019,12764,black,texas
2129,30000,ford,f-150,2018,19951,red,pennsylvania
2130,26000,ford,explorer,2019,32458,white,north carolina
2131,26000,ford,f-150,2018,21616,gray,pennsylvania
2132,18500,ford,escape,2019,17755,blue,north carolina
2133,12000,ford,door,2017,73846,gray,texas
2134,30000,ford,f-150,2018,15771,blue,pennsylvania
2135,14700,ford,escape,2019,29168,silver,north carolina
2136,25000,ford,door,2017,159182,red,texas
2137,26550,ford,f-150,2018,15296,white,pennsylvania
2138,27000,ford,explorer,2019,30476,white,north carolina
2139,34000,ford,door,2016,131754,white,texas
2140,27500,ford,f-150,2018,26095,gray,pennsylvania
2141,25500,ford,f-150,2018,22107,gray,pennsylvania
2142,13500,ford,ecosport,2019,31207,brown,north carolina
2143,4000,ford,door,2015,112810,gray,texas
2144,25700,ford,f-150,2018,19058,white,pennsylvania
2145,29000,ford,door,2015,109137,white,texas
2146,30500,ford,f-150,2018,24058,black,pennsylvania
2147,30000,ford,f-150,2018,6967,black,pennsylvania
2148,9000,ford,door,2014,118340,gray,texas
2149,19000,ford,f-150,2018,36145,white,pennsylvania
2150,25800,ford,explorer,2019,33942,silver,north carolina
2151,26500,ford,f-150,2018,38868,gray,pennsylvania
2152,29300,ford,explorer,2019,36190,red,north carolina
2153,6300,ford,fiesta,2018,37177,black,pennsylvania
2154,25400,ford,explorer,2019,39267,white,north carolina
2155,26000,ford,f-150,2018,33350,gray,pennsylvania
2156,7000,ford,focus,2017,57889,black,north carolina
2157,25900,ford,f-150,2018,34081,red,pennsylvania
2158,9700,ford,fiesta,2019,26821,gray,north carolina
2159,27000,ford,f-150,2018,40577,black,pennsylvania
2160,9100,ford,fiesta,2019,52355,black,north carolina
2161,28000,ford,f-150,2018,30620,red,pennsylvania
2162,25700,ford,flex,2019,22019,black,north carolina
2163,27500,ford,f-150,2018,36742,black,pennsylvania
2164,9400,ford,fiesta,2019,32473,white,north carolina
2165,25500,ford,f-150,2018,43406,blue,pennsylvania
2166,20500,ford,flex,2019,34696,white,north carolina
2167,21500,ford,f-150,2018,43519,gray,pennsylvania
2168,12800,ford,hybrid,2019,37716,gray,north carolina
2169,23900,ford,f-150,2018,41627,white,pennsylvania
2170,9400,ford,fiesta,2019,29986,gray,north carolina
2171,26900,ford,f-150,2018,41496,silver,pennsylvania
2172,25500,ford,flex,2019,20613,gray,north carolina
2173,27000,ford,f-150,2018,33475,blue,pennsylvania
2174,9300,ford,fiesta,2019,32305,silver,north carolina
2175,14400,ford,fusion,2018,38148,black,pennsylvania
2176,19000,ford,flex,2019,39976,red,north carolina
2177,14000,ford,fusion,2018,50513,white,pennsylvania
2178,13600,ford,fusion,2019,31408,gray,north carolina
2179,19200,ford,transit,2018,41351,white,pennsylvania
2180,13600,ford,fusion,2019,32038,red,north carolina
2181,18600,ford,transit,2018,38279,white,pennsylvania
2182,13700,ford,fusion,2019,30471,red,north carolina
2183,18200,ford,transit,2018,41569,white,pennsylvania
2184,13800,ford,fusion,2019,31142,silver,north carolina
2185,22000,ford,wagon,2018,31598,black,pennsylvania
2186,13700,ford,fusion,2019,31380,silver,north carolina
2187,28000,ford,wagon,2018,22179,black,pennsylvania
2188,13800,ford,fusion,2019,29266,white,north carolina
2189,18600,ford,transit,2018,42156,white,pennsylvania
2190,13700,ford,fusion,2019,30875,red,north carolina
2191,13700,ford,fusion,2019,30609,silver,north carolina
2192,13800,ford,fusion,2019,29508,silver,north carolina
2193,17700,ford,hybrid,2019,12837,gray,north carolina
2194,13900,ford,fusion,2019,29633,white,north carolina
2195,13900,ford,fusion,2019,27461,no_color,north carolina
2196,50500,ford,f-650,2018,74961,white,pennsylvania
2197,13600,ford,fusion,2019,32154,gray,north carolina
2198,55000,ford,srw,2018,37245,black,pennsylvania
2199,13800,ford,fusion,2019,29345,white,north carolina
2200,56000,ford,srw,2018,25371,black,pennsylvania
2201,13800,ford,fusion,2019,30054,silver,north carolina
2202,45800,ford,srw,2018,11173,white,pennsylvania
2203,13800,ford,fusion,2019,30902,no_color,north carolina
2204,5500,nissan,sentra,2018,31231,silver,north carolina
2205,14400,nissan,altima,2020,10728,gray,arizona
2206,11450,nissan,sport,2018,35374,white,florida
